7717,7717,7717,7717,7717,7717,7717,7717,7717,7711,7711,7711,7709,7709,7709,7709
7723,7723,7723,7722,7722,7722,7722,7722,7722,7717,7717,7717,7711,7711,7711,7711
7740,7740,7740,7723,7723,7723,7723,7723,7723,7722,7722,7722,7715,7715,7715,7713
7742,7742,7742,7726,7726,7726,7726,7726,7726,7723,7723,7723,7717,7717,7717,7715
7754,7754,7754,7740,7740,7740,7735,7735,7735,7726,7726,7726,7722,7722,7722,7717
7757,7757,7757,7742,7742,7742,7737,7737,7737,7730,7730,7730,7723,7723,7723,7722
7787,7787,7787,7754,7754,7754,7740,7740,7740,7735,7735,7735,7726,7726,7726,7723
7788,7788,7788,7757,7757,7757,7742,7742,7742,7737,7737,7737,7730,7730,7730,7726
7790,7790,7790,7787,7787,7787,7754,7754,7754,7740,7740,7740,7735,7735,7735,7730
7799,7799,7799,7788,7788,7788,7757,7757,7757,7742,7742,7742,7737,7737,7737,7733
7820,7820,7820,7790,7790,7790,7787,7787,7787,7754,7754,7754,7740,7740,7740,7735
7826,7826,7826,7797,7797,7797,7788,7788,7788,7757,7757,7757,7742,7742,7742,7737
7829,7829,7829,7799,7799,7799,7790,7790,7790,7758,7758,7758,7754,7754,7754,7740
7837,7837,7837,7802,7802,7802,7791,7791,7791,7779,7779,7779,7757,7757,7757,7742
7838,7838,7838,7820,7820,7820,7794,7794,7794,7787,7787,7787,7758,7758,7758,7754
7853,7853,7853,7826,7826,7826,7797,7797,7797,7788,7788,7788,7768,7768,7768,7757
7858,7858,7858,7829,7829,7829,7799,7799,7799,7790,7790,7790,7769,7769,7769,7758
7865,7865,7865,7830,7830,7830,7802,7802,7802,7791,7791,7791,7779,7779,7779,7768
7868,7868,7868,7837,7837,7837,7820,7820,7820,7794,7794,7794,7787,7787,7787,7769
7872,7872,7872,7838,7838,7838,7826,7826,7826,7797,7797,7797,7788,7788,7788,7774
7877,7877,7877,7849,7849,7849,7829,7829,7829,7799,7799,7799,7790,7790,7790,7779
7878,7878,7878,7853,7853,7853,7830,7830,7830,7802,7802,7802,7791,7791,7791,7787
7885,7885,7885,7857,7857,7857,7837,7837,7837,7820,7820,7820,7794,7794,7794,7788
7889,7889,7889,7858,7858,7858,7838,7838,7838,7826,7826,7826,7797,7797,7797,7790
7898,7898,7898,7863,7863,7863,7846,7846,7846,7829,7829,7829,7799,7799,7799,7791
7903,7903,7903,7865,7865,7865,7849,7849,7849,7830,7830,7830,7802,7802,7802,7794
7906,7906,7906,7868,7868,7868,7851,7851,7851,7831,7831,7831,7815,7815,7815,7797
7907,7907,7907,7872,7872,7872,7853,7853,7853,7837,7837,7837,7818,7818,7818,7799
7910,7910,7910,7877,7877,7877,7857,7857,7857,7838,7838,7838,7820,7820,7820,7800
7917,7917,7917,7878,7878,7878,7858,7858,7858,7841,7841,7841,7826,7826,7826,7802
7923,7923,7923,7879,7879,7879,7863,7863,7863,7846,7846,7846,7829,7829,7829,7815
7926,7926,7926,7881,7881,7881,7865,7865,7865,7849,7849,7849,7830,7830,7830,7818
7931,7931,7931,7885,7885,7885,7868,7868,7868,7851,7851,7851,7831,7831,7831,7820
7934,7934,7934,7889,7889,7889,7869,7869,7869,7853,7853,7853,7837,7837,7837,7826
7937,7937,7937,7898,7898,7898,7872,7872,7872,7857,7857,7857,7838,7838,7838,7828
7940,7940,7940,7903,7903,7903,7873,7873,7873,7858,7858,7858,7841,7841,7841,7829
7941,7941,7941,7906,7906,7906,7876,7876,7876,7859,7859,7859,7846,7846,7846,7830
7943,7943,7943,7907,7907,7907,7877,7877,7877,7863,7863,7863,7849,7849,7849,7831
7944,7944,7944,7908,7908,7908,7878,7878,7878,7865,7865,7865,7851,7851,7851,7837
7947,7947,7947,7909,7909,7909,7879,7879,7879,7868,7868,7868,7853,7853,7853,7838
7951,7951,7951,7910,7910,7910,7881,7881,7881,7869,7869,7869,7857,7857,7857,7839
7953,7953,7953,7917,7917,7917,7882,7882,7882,7871,7871,7871,7858,7858,7858,7841
7956,7956,7956,7919,7919,7919,7885,7885,7885,7872,7872,7872,7859,7859,7859,7846
7958,7958,7958,7923,7923,7923,7889,7889,7889,7873,7873,7873,7863,7863,7863,7849
7960,7960,7960,7926,7926,7926,7898,7898,7898,7876,7876,7876,7865,7865,7865,7851
7962,7962,7962,7931,7931,7931,7901,7901,7901,7877,7877,7877,7867,7867,7867,7853
7976,7976,7976,7932,7932,7932,7903,7903,7903,7878,7878,7878,7868,7868,7868,7857
7981,7981,7981,7934,7934,7934,7904,7904,7904,7879,7879,7879,7869,7869,7869,7858
7986,7986,7986,7937,7937,7937,7906,7906,7906,7880,7880,7880,7871,7871,7871,7859
7987,7987,7987,7939,7939,7939,7907,7907,7907,7881,7881,7881,7872,7872,7872,7861
8114,8114,8114,7940,7940,7940,7908,7908,7908,7882,7882,7882,7873,7873,7873,7863
8128,8128,8128,7941,7941,7941,7909,7909,7909,7885,7885,7885,7874,7874,7874,7865
8164,8164,8164,7943,7943,7943,7910,7910,7910,7889,7889,7889,7876,7876,7876,7866
8296,8296,8296,7944,7944,7944,7917,7917,7917,7898,7898,7898,7877,7877,7877,7867
8322,8322,8322,7947,7947,7947,7919,7919,7919,7900,7900,7900,7878,7878,7878,7868
8360,8360,8360,7950,7950,7950,7923,7923,7923,7901,7901,7901,7879,7879,7879,7869
8377,8377,8377,7951,7951,7951,7926,7926,7926,7902,7902,7902,7880,7880,7880,7871
8380,8380,8380,7952,7952,7952,7927,7927,7927,7903,7903,7903,7881,7881,7881,7872
8384,8384,8384,7953,7953,7953,7931,7931,7931,7904,7904,7904,7882,7882,7882,7873
8409,8409,8409,7956,7956,7956,7932,7932,7932,7906,7906,7906,7885,7885,7885,7874
8451,8451,8451,7957,7957,7957,7933,7933,7933,7907,7907,7907,7886,7886,7886,7875
8466,8466,8466,7958,7958,7958,7934,7934,7934,7908,7908,7908,7889,7889,7889,7876
8508,8508,8508,7960,7960,7960,7937,7937,7937,7909,7909,7909,7892,7892,7892,7877
8529,8529,8529,7962,7962,7962,7939,7939,7939,7910,7910,7910,7898,7898,7898,7878
8537,8537,8537,7966,7966,7966,7940,7940,7940,7913,7913,7913,7900,7900,7900,7879
8551,8551,8551,7976,7976,7976,7941,7941,7941,7917,7917,7917,7901,7901,7901,7880
8569,8569,8569,7981,7981,7981,7942,7942,7942,7919,7919,7919,7902,7902,7902,7881
8599,8599,8599,7983,7983,7983,7943,7943,7943,7923,7923,7923,7903,7903,7903,7882
8603,8603,8603,7986,7986,7986,7944,7944,7944,7926,7926,7926,7904,7904,7904,7885
8634,8634,8634,7987,7987,7987,7945,7945,7945,7927,7927,7927,7906,7906,7906,7886
8710,8710,8710,8034,8034,8034,7947,7947,7947,7928,7928,7928,7907,7907,7907,7889
8734,8734,8734,8114,8114,8114,7950,7950,7950,7930,7930,7930,7908,7908,7908,7892
8763,8763,8763,8128,8128,8128,7951,7951,7951,7931,7931,7931,7909,7909,7909,7898
8915,8915,8915,8164,8164,8164,7952,7952,7952,7932,7932,7932,7910,7910,7910,7899
8916,8916,8916,8258,8258,8258,7953,7953,7953,7933,7933,7933,7913,7913,7913,7900
8968,8968,8968,8296,8296,8296,7954,7954,7954,7934,7934,7934,7914,7914,7914,7901
8972,8972,8972,8322,8322,8322,7956,7956,7956,7937,7937,7937,7915,7915,7915,7902
8976,8976,8976,8360,8360,8360,7957,7957,7957,7939,7939,7939,7917,7917,7917,7903
8990,8990,8990,8377,8377,8377,7958,7958,7958,7940,7940,7940,7919,7919,7919,7904
9000,9000,9000,8380,8380,8380,7959,7959,7959,7941,7941,7941,7922,7922,7922,7905
9010,9010,9010,8384,8384,8384,7960,7960,7960,7942,7942,7942,7923,7923,7923,7906
9012,9012,9012,8394,8394,8394,7962,7962,7962,7943,7943,7943,7926,7926,7926,7907
9049,9049,9049,8409,8409,8409,7966,7966,7966,7944,7944,7944,7927,7927,7927,7908
9070,9070,9070,8412,8412,8412,7974,7974,7974,7945,7945,7945,7928,7928,7928,7909
9077,9077,9077,8430,8430,8430,7975,7975,7975,7946,7946,7946,7930,7930,7930,7910
9099,9099,9099,8451,8451,8451,7976,7976,7976,7947,7947,7947,7931,7931,7931,7913
9139,9139,9139,8466,8466,8466,7981,7981,7981,7949,7949,7949,7932,7932,7932,7914
9171,9171,9171,8479,8479,8479,7983,7983,7983,7950,7950,7950,7933,7933,7933,7915
9174,9174,9174,8508,8508,8508,7986,7986,7986,7951,7951,7951,7934,7934,7934,7916
9177,9177,9177,8529,8529,8529,7987,7987,7987,7952,7952,7952,7935,7935,7935,7917
9206,9206,9206,8537,8537,8537,8034,8034,8034,7953,7953,7953,7937,7937,7937,7919
9238,9238,9238,8551,8551,8551,8114,8114,8114,7954,7954,7954,7938,7938,7938,7922
9298,9298,9298,8569,8569,8569,8128,8128,8128,7955,7955,7955,7939,7939,7939,7923
9353,9353,9353,8599,8599,8599,8164,8164,8164,7956,7956,7956,7940,7940,7940,7924
9398,9398,9398,8603,8603,8603,8168,8168,8168,7957,7957,7957,7941,7941,7941,7926
9440,9440,9440,8606,8606,8606,8258,8258,8258,7958,7958,7958,7942,7942,7942,7927
9445,9445,9445,8624,8624,8624,8296,8296,8296,7959,7959,7959,7943,7943,7943,7928
9446,9446,9446,8634,8634,8634,8322,8322,8322,7960,7960,7960,7944,7944,7944,7930
9452,9452,9452,8710,8710,8710,8328,8328,8328,7962,7962,7962,7945,7945,7945,7931
9456,9456,9456,8734,8734,8734,8360,8360,8360,7966,7966,7966,7946,7946,7946,7932
9471,9471,9471,8763,8763,8763,8377,8377,8377,7972,7972,7972,7947,7947,7947,7933
9472,9472,9472,8774,8774,8774,8380,8380,8380,7974,7974,7974,7948,7948,7948,7934
9482,9482,9482,8784,8784,8784,8384,8384,8384,7975,7975,7975,7949,7949,7949,7935
9488,9488,9488,8915,8915,8915,8385,8385,8385,7976,7976,7976,7950,7950,7950,7936
9489,9489,9489,8916,8916,8916,8394,8394,8394,7981,7981,7981,7951,7951,7951,7937
9519,9519,9519,8968,8968,8968,8396,8396,8396,7983,7983,7983,7952,7952,7952,7938
9521,9521,9521,8970,8970,8970,8409,8409,8409,7986,7986,7986,7953,7953,7953,7939
9524,9524,9524,8972,8972,8972,8412,8412,8412,7987,7987,7987,7954,7954,7954,7940
9546,9546,9546,8976,8976,8976,8430,8430,8430,7997,7997,7997,7955,7955,7955,7941
9589,9589,9589,8990,8990,8990,8451,8451,8451,8025,8025,8025,7956,7956,7956,7942
9636,9636,9636,8992,8992,8992,8466,8466,8466,8034,8034,8034,7957,7957,7957,7943
9651,9651,9651,9000,9000,9000,8479,8479,8479,8114,8114,8114,7958,7958,7958,7944
9656,9656,9656,9009,9009,9009,8503,8503,8503,8128,8128,8128,7959,7959,7959,7945
9667,9667,9667,9010,9010,9010,8508,8508,8508,8164,8164,8164,7960,7960,7960,7946
9684,9684,9684,9012,9012,9012,8529,8529,8529,8168,8168,8168,7962,7962,7962,7947
